0.016667 0.016667 0.035295
0.016667 0.050000 -0.125793
0.016667 0.083333 -0.133248
0.016667 0.116667 -0.175642
0.016667 0.150000 -0.217827
0.016667 0.183333 -0.210703
0.016667 0.216667 -0.238238
0.016667 0.250000 -0.266745
0.016667 0.283333 -0.271101
0.016667 0.316667 -0.294035
0.016667 0.350000 -0.295173
0.016667 0.383333 -0.255181
0.016667 0.416667 -0.301596
0.016667 0.450000 -0.302276
0.016667 0.483333 -0.298492
0.016667 0.516667 -0.274778
0.016667 0.550000 -0.310266
0.016667 0.583333 -0.301698
0.016667 0.616667 -0.305241
0.016667 0.650000 -0.280765
0.016667 0.683333 -0.361872
0.016667 0.716667 -0.384774
0.016667 0.750000 -0.376798
0.016667 0.783333 -0.352981
0.016667 0.816667 -0.362225
0.016667 0.850000 -0.376365
0.016667 0.883333 -0.376678
0.016667 0.916667 -0.365304
0.016667 0.950000 -0.385457
0.016667 0.983333 -0.369255

0.050000 0.016667 0.175286
0.050000 0.050000 0.066927
0.050000 0.083333 -0.024702
0.050000 0.116667 -0.043093
0.050000 0.150000 -0.122063
0.050000 0.183333 -0.108646
0.050000 0.216667 -0.135087
0.050000 0.250000 -0.108783
0.050000 0.283333 -0.146002
0.050000 0.316667 -0.171383
0.050000 0.350000 -0.160966
0.050000 0.383333 -0.156104
0.050000 0.416667 -0.211089
0.050000 0.450000 -0.239715
0.050000 0.483333 -0.250696
0.050000 0.516667 -0.192816
0.050000 0.550000 -0.214867
0.050000 0.583333 -0.212997
0.050000 0.616667 -0.198754
0.050000 0.650000 -0.200134
0.050000 0.683333 -0.352548
0.050000 0.716667 -0.330873
0.050000 0.750000 -0.333201
0.050000 0.783333 -0.379222
0.050000 0.816667 -0.360066
0.050000 0.850000 -0.374595
0.050000 0.883333 -0.342649
0.050000 0.916667 -0.346951
0.050000 0.950000 -0.355624
0.050000 0.983333 -0.366136

0.083333 0.016667 0.375355
0.083333 0.050000 0.261800
0.083333 0.083333 0.148509
0.083333 0.116667 0.060783
0.083333 0.150000 0.091158
0.083333 0.183333 0.003878
0.083333 0.216667 0.021271
0.083333 0.250000 -0.054842
0.083333 0.283333 -0.039609
0.083333 0.316667 -0.075968
0.083333 0.350000 -0.075344
0.083333 0.383333 -0.078350
0.083333 0.416667 -0.146891
0.083333 0.450000 -0.156585
0.083333 0.483333 -0.176015
0.083333 0.516667 -0.156326
0.083333 0.550000 -0.117038
0.083333 0.583333 -0.157455
0.083333 0.616667 -0.183127
0.083333 0.650000 -0.178225
0.083333 0.683333 -0.327594
0.083333 0.716667 -0.301627
0.083333 0.750000 -0.328235
0.083333 0.783333 -0.322201
0.083333 0.816667 -0.343857
0.083333 0.850000 -0.348358
0.083333 0.883333 -0.331003
0.083333 0.916667 -0.311450
0.083333 0.950000 -0.337932
0.083333 0.983333 -0.327704

0.116667 0.016667 0.533469
0.116667 0.050000 0.320906
0.116667 0.083333 0.251039
0.116667 0.116667 0.183947
0.116667 0.150000 0.171974
0.116667 0.183333 0.136191
0.116667 0.216667 0.141745
0.116667 0.250000 0.012836
0.116667 0.283333 0.040058
0.116667 0.316667 0.007149
0.116667 0.350000 0.025186
0.116667 0.383333 0.019359
0.116667 0.416667 -0.086982
0.116667 0.450000 -0.133777
0.116667 0.483333 -0.073769
0.116667 0.516667 -0.117923
0.116667 0.550000 -0.106695
0.116667 0.583333 -0.133336
0.116667 0.616667 -0.126919
0.116667 0.650000 -0.089100
0.116667 0.683333 -0.300468
0.116667 0.716667 -0.286711
0.116667 0.750000 -0.261445
0.116667 0.783333 -0.273323
0.116667 0.816667 -0.306309
0.116667 0.850000 -0.311626
0.116667 0.883333 -0.299323
0.116667 0.916667 -0.302174
0.116667 0.950000 -0.320571
0.116667 0.983333 -0.315136

0.150000 0.016667 0.637002
0.150000 0.050000 0.446886
0.150000 0.083333 0.387210
0.150000 0.116667 0.272769
0.150000 0.150000 0.246166
0.150000 0.183333 0.219983
0.150000 0.216667 0.161245
0.150000 0.250000 0.128608
0.150000 0.283333 0.102608
0.150000 0.316667 0.059086
0.150000 0.350000 0.037074
0.150000 0.383333 0.031648
0.150000 0.416667 -0.088327
0.150000 0.450000 -0.042527
0.150000 0.483333 -0.055460
0.150000 0.516667 -0.096829
0.150000 0.550000 -0.074102
0.150000 0.583333 -0.076184
0.150000 0.616667 -0.055841
0.150000 0.650000 -0.101922
0.150000 0.683333 -0.253687
0.150000 0.716667 -0.246100
0.150000 0.750000 -0.248538
0.150000 0.783333 -0.243405
0.150000 0.816667 -0.286852
0.150000 0.850000 -0.263386
0.150000 0.883333 -0.307178
0.150000 0.916667 -0.310005
0.150000 0.950000 -0.315589
0.150000 0.983333 -0.306350

0.183333 0.016667 0.772517
0.183333 0.050000 0.583136
0.183333 0.083333 0.472395
0.183333 0.116667 0.285120
0.183333 0.150000 0.296195
0.183333 0.183333 0.255922
0.183333 0.216667 0.312973
0.183333 0.250000 0.228620
0.183333 0.283333 0.101265
0.183333 0.316667 0.094660
0.183333 0.350000 0.089108
0.183333 0.383333 0.069653
0.183333 0.416667 -0.011903
0.183333 0.450000 -0.002589
0.183333 0.483333 -0.020968
0.183333 0.516667 -0.047396
0.183333 0.550000 -0.032241
0.183333 0.583333 -0.039529
0.183333 0.616667 -0.054465
0.183333 0.650000 -0.025118
0.183333 0.683333 -0.211706
0.183333 0.716667 -0.201516
0.183333 0.750000 -0.168576
