2.266143	63.362190
2.306292	61.886168
2.362295	59.830905
2.450920	56.667398
2.474049	55.816107
2.506050	54.559720
2.618634	49.449386
2.811869	41.849216
2.978663	36.534983
3.109341	31.942165
3.221214	27.701915
3.309557	23.776494
3.397538	21.094082
3.483811	18.963952
3.547384	17.427277
3.602489	16.180561
3.653164	14.908388
3.700205	13.902393
3.762735	12.781380
3.832284	11.955110
3.883773	11.140620
3.931106	10.483313
3.975996	9.735312
4.023660	9.117178
4.057593	8.668519
4.110622	8.271227
4.132429	7.851673
4.170391	7.492893
4.198429	7.195934
4.224542	6.817065
4.259486	6.537491
4.290303	6.308272
4.325990	6.009279
4.358852	5.799349
4.387013	5.547546
4.430509	5.347215
4.459507	5.112165
4.497190	4.867048
4.541719	4.610765
4.568448	4.417131
4.594415	4.235002
4.621835	4.069248
4.648296	3.931783
4.677358	3.777181
4.689914	3.654333
4.724518	3.549327
4.749471	3.381611
4.782774	3.283063
4.807996	3.178471
4.834430	3.083658
4.848597	3.015198
4.866837	2.920593
4.880283	2.820727


2.454733	63.113200
2.497234	61.639531
2.555224	59.586254
2.648575	56.427474
2.671704	55.576183
2.706056	54.322145
2.824764	49.217936
3.032110	41.631878
3.210472	36.329213
3.357172	31.752415
3.485040	27.528161
3.579499	23.608857
3.672461	20.931426
3.764842	18.807403
3.834231	17.276545
3.896890	16.037383
3.956675	14.774319
4.005973	13.770581
4.070757	12.651822
4.146981	11.832227
4.198849	11.018117
4.248129	10.362756
4.296511	9.618247
4.347693	9.003631
4.384398	8.557744
4.437736	8.160761
4.460290	7.741954
4.499707	7.384629
4.531089	7.091014
4.557202	6.712145
4.592883	6.433308
4.623745	6.204134
4.661195	5.906904
4.695156	5.698073
4.724700	5.447653
4.769637	5.248763
4.802589	5.017668
4.843589	4.775867
4.888336	4.519802
4.918488	4.329591
4.945632	4.148640
4.974180	3.984013
5.001617	3.847524
5.030756	3.692999
5.044937	3.571775
5.082808	3.470037
5.108734	3.303295
5.143270	3.205979
5.169248	3.102144
5.195683	3.007331
5.212111	2.941132
5.231322	2.847497
5.244818	2.747683


2.734679	62.857308
2.778714	61.385173
2.839558	59.334751
2.938579	56.181641
2.964246	55.332887
3.001454	54.081706
3.133691	48.991026
3.353812	41.417742
3.539701	36.122605
3.703773	31.563179
3.839282	27.346566
3.935417	23.428937
4.037694	20.760821
4.135046	18.641770
4.209903	17.116380
4.275672	15.880327
4.337035	14.618842
4.390523	13.619293
4.458796	12.504024
4.540165	11.689574
4.593085	10.876515
4.647481	10.226271
4.699523	9.485421
4.752207	8.872308
4.789505	8.427014
4.842992	8.030180
4.867060	7.612887
4.907530	7.256615
4.938989	6.963076
4.969187	6.588292
5.007782	6.312370
5.040430	6.084981
5.079867	5.789738
5.114084	5.581163
5.143929	5.331045
5.192027	5.135315
5.226552	4.905793
5.275748	4.672189
5.326070	4.421698
5.357924	4.233190
5.389610	4.056780
5.418157	3.892153
5.446566	3.756635
5.478915	3.605321
5.493096	3.484097
5.534070	3.385462
5.561227	3.219950
5.596915	3.123787
5.625945	3.023002
5.652379	2.928190
5.671150	2.864333
5.692424	2.772762
5.708965	2.675992


2.843130	62.710613
2.888999	61.240311
2.952428	59.192474
3.053401	56.041316
3.080194	55.193689
3.117610	53.942716
3.253644	48.855832
3.483857	41.292640
3.672389	36.000145
3.840888	31.445148
3.981439	27.233577
4.079600	23.317974
4.182735	20.650716
4.280811	18.532388
4.360277	17.011607
4.428201	15.777709
4.490798	14.517458
4.546078	13.519702
4.621667	12.411748
4.705383	11.599645
4.761317	10.789601
4.819797	10.143440
4.875569	9.406320
4.930471	8.795425
4.968330	8.350692
5.021971	7.954012
5.047256	7.537936
5.089743	7.183681
5.122150	6.891091
5.156285	6.520244
5.196506	6.245947
5.230292	6.019697
5.271150	5.725875
5.306041	5.517974
5.336982	5.268951
5.386841	5.074983
5.426501	4.850596
5.479146	4.620440
5.532226	4.372708
5.564081	4.184200
5.596341	4.008365
5.626750	3.845599
5.656858	3.711781
5.690315	3.561575
5.706802	3.442657
5.748101	3.344346
5.776126	3.179703
5.811892	3.083618
5.843353	2.985264
5.871209	2.891873
5.890435	2.828472
5.911709	2.736900
5.929038	2.640918


1.735918	101.057139
1.750645	100.162151
1.753157	99.361012
1.770735	97.943257
1.803839	96.300223
1.855485	93.973130
1.887148	92.097613
1.890709	91.398496
1.908157	90.599146
1.962960	89.598363
1.972998	87.983110
1.992108	84.454858
2.080333	77.542211
2.167932	71.465177
2.333800	66.148794
2.459882	62.291817
2.618419	58.639577
2.709108	55.292158
2.756946	51.558368
2.819422	47.764346
2.862292	44.692034
2.921271	41.922403
3.012710	39.495013
3.079702	37.389384
3.115610	35.187517
3.123256	33.981399
3.149393	32.247607
3.181156	31.297973
3.203598	30.154381
3.264921	28.977946
3.279349	27.696834
3.310321	26.448950
3.310321	25.559437
3.340717	24.205418
3.407050	23.143315
3.431309	22.333659
3.464559	21.508465
3.506536	20.627194
3.537239	20.260690
3.584136	19.568944
3.605753	18.395395
3.632218	17.200970
3.656332	16.087430
3.699409	15.172985
3.701133	14.747262
3.715502	14.342514
3.762955	13.652867
3.836493	13.139305
3.849993	12.709178
3.887400	12.253405
3.896219	11.791068
3.934649	11.225248
3.967174	10.963808
3.971411	10.445176
3.972576	9.975626
4.015857	9.534212
4.104511	9.277716
4.127069	8.832416
4.171251	8.373319
4.229881	8.047436
4.269036	7.609875
4.277533	7.145922
4.336621	6.840505
4.402468	6.480242
4.493763	6.142083
4.562300	5.722168
4.601614	5.401216


1.938816	77.060046
1.961191	76.209771
1.974041	75.371476
2.000470	74.191079
2.029944	72.771299
2.085497	70.835163
2.116898	68.979636
2.123358	68.581212
2.134975	67.937925
2.153685	67.284706
2.173497	66.375959
2.209837	64.619375
2.290160	59.336176
2.372900	54.328904
2.492233	49.525236
2.580164	45.888106
2.682912	43.161314
2.783842	40.360179
2.852786	37.846982
2.900625	35.288776
2.943206	32.954032
2.994346	31.064268
3.015049	29.584314
3.103114	27.851736
3.152675	26.495858
3.176658	25.425254
3.205950	24.575488
3.234761	23.541967
3.260307	22.772966
3.277191	21.942384
3.308508	21.349009
3.324712	20.658538
3.345449	19.927735
3.381036	19.302505
3.413165	18.705578
3.447367	17.982926
3.466912	17.490160
3.511220	16.982286
3.547333	16.427191
3.573595	16.142732
3.606686	15.706858
3.615554	15.174530
3.644629	14.526305
3.652277	14.059172
3.676293	13.582123
3.694026	13.122553
3.700675	12.832333
3.713872	12.559945
3.759171	12.223613
3.766410	11.939118
3.775556	11.714678
3.785710	11.558983
3.802729	11.290654
3.813894	11.067248
3.825704	10.784406
3.833438	10.531366
3.856104	10.307463
3.866013	10.077845
3.875764	9.785991
3.885819	9.600999
