7.228025	254.846383
7.264634	247.196276
7.298396	240.396374
7.333362	233.926282
7.356538	226.917489
7.380524	219.566061
7.400608	211.601140
7.421510	204.288221
7.436541	198.053456
7.452896	192.399319
7.465908	187.491620
7.481864	183.098019
7.498497	178.982774
7.513865	175.138295
7.532094	171.499308
7.552630	167.813601
7.569673	164.492018
7.582317	161.124587
7.601041	157.741415
7.617286	154.561350
7.639531	151.342822
7.654401	148.308713
7.668728	145.384885
7.689343	142.569513
7.708329	139.682464
7.728474	136.823523
7.746863	134.103860
7.763177	131.338343
7.781614	128.759677
7.798967	125.947907
7.812480	123.225383
7.833273	120.595604
7.846253	117.894924
7.869707	115.393165
7.900899	112.861690
7.921973	110.466058
7.947239	108.090242
7.975064	105.501909
8.001014	102.929483
8.026709	100.641812
8.055543	98.325308
8.090287	96.053110
8.125858	93.579552
8.163169	91.084421
8.189440	88.628778
8.221921	86.203997
8.254850	83.756455
8.282002	81.449566
8.323235	79.012675
8.356457	76.674394
8.388465	74.237414
8.431215	71.892880
8.467450	69.730298
8.519541	67.555827
8.568635	65.364226
8.624815	63.028282
8.677692	60.965374
8.721097	58.926986
8.788051	56.777280
8.837557	54.590455
8.891126	52.570939
8.954761	50.338481
9.032414	48.169697
9.107953	46.111146
9.172761	44.211254
9.244697	42.373464
9.321195	40.603860
9.401790	38.679015
9.491852	36.757923
9.595683	35.009988
9.683516	33.229880
9.789923	31.332277
9.886529	29.599080
9.980931	27.781741
10.098752	26.040893
10.220778	24.233652
10.372565	22.395859
10.525552	20.460628
10.701271	18.579220
10.899128	16.726487
11.097314	14.943473
11.334273	13.221128
11.570232	11.590580
11.865508	9.862224
12.195677	8.318996
12.577736	6.804323
13.037598	5.473568
13.513287	4.408186
14.103006	3.324561
14.883381	2.218385


8.019449	253.860128
8.060296	246.214259
8.101994	239.422293
8.139161	232.954402
8.163895	225.947167
8.190113	218.597970
8.211789	210.634641
8.236755	203.325786
8.254522	197.093758
8.274708	191.443451
8.291038	186.539071
8.311096	182.149571
8.330158	178.036756
8.350345	174.197096
8.373483	170.563017
8.401818	166.885109
8.422289	163.566955
8.437143	160.201734
8.461053	156.823747
8.480973	153.647358
8.505166	150.430778
8.520859	147.397492
8.538828	144.477305
8.561140	141.663631
8.584067	138.780523
8.606847	135.924217
8.629546	133.208864
8.649411	130.446897
8.671115	127.871498
8.693421	125.064682
8.707995	122.343218
8.731979	119.716631
8.750713	117.021705
8.777255	114.523034
8.810136	111.993248
8.834587	109.600994
8.864822	107.230145
8.897204	104.646369
8.926060	102.076850
8.954250	99.791674
8.986787	97.478872
9.024927	95.210071
9.065230	92.741245
9.110254	90.253826
9.146129	87.807787
9.183456	85.387852
9.219728	82.943654
9.253679	80.643564
9.299877	78.211637
9.343191	75.883449
9.379108	73.450378
9.427627	71.111613
9.467920	68.953089
9.530002	66.788609
9.585892	64.603804
9.652196	62.277983
9.716903	60.226905
9.769796	58.198006
9.843453	56.055003
9.899070	53.874289
9.962630	51.864764
10.038771	49.644812
10.126564	47.486168
10.214577	45.440091
10.291108	43.551921
10.373491	41.724579
10.462618	39.967604
10.559352	38.058897
10.662042	36.150434
10.773128	34.409753
10.871186	32.639871
10.985435	30.750110
11.099312	29.034183
11.205316	27.228447
11.347143	25.511605
11.489897	23.725091
11.659603	21.905218
11.830827	19.988223
12.023980	18.124250
12.241514	16.291194
12.458151	14.526630
12.719344	12.828519
12.979031	11.221700
